Year,Track Name,Artists,Popularity,Duration (min),Spotify URL,Main Artist,Genre
2017,Anos Luz,Matuê,73,4.4,https://open.spotify.com/track/0GYPcKDlsb8WEtJkkKdtgH,Matuê,"brazilian trap, trap, brazilian hip hop, trap funk"
2017,3 Dias Virado,Mc IG,71,3.45,https://open.spotify.com/track/7DROtyR6IMNifyZmyksyE7,Mc IG,"funk, funk consciente, brazilian funk, trap funk"
2017,Fazer Falta,"Mc Livinho, Perera DJ",70,3.52,https://open.spotify.com/track/6vZbWgHWITDgEe6a2aOUqY,Mc Livinho,"funk, brazilian funk, funk carioca"
2017,Cara Bacana,MC G15,67,3.88,https://open.spotify.com/track/1RljKrmC3uVtuP8w0RW2xk,MC G15,"funk, brazilian funk"
2017,Amar Amei,Mc Don Juan,66,3.63,https://open.spotify.com/track/3vqZC9Pp8ft72lkD6oauJl,Mc Don Juan,"funk, brazilian funk, funk consciente, trap funk"
2017,O Grave Bater,MC Kevinho,66,3.03,https://open.spotify.com/track/6cEJheMNRySY0kBB31jtdk,MC Kevinho,"funk, brazilian funk, funk pop"
2017,Jajão,Master Jake,57,4.13,https://open.spotify.com/track/7jIvuTTEpVMX0DSMeLodWp,Master Jake,"kizomba, zouk, kuduro"
2017,A Nossa Vez,Calema,56,3.63,https://open.spotify.com/track/3sAPE5410uBr6M3kcXCgV9,Calema,"kizomba, zouk"
2017,Demónio da Tarraxinha,Badoxa,56,3.73,https://open.spotify.com/track/5adVjX7AYUXJxoKXDISPZy,Badoxa,"kizomba, zouk, kuduro"
2017,Do You No Wrong,Richie Campbell,55,4.05,https://open.spotify.com/track/6FInCuMbSlhdlkiFv36KUi,Richie Campbell,portuguese hip hop
2017,Não Sinto,Wet Bed Gang,54,5.18,https://open.spotify.com/track/2BF9z8N3lFT7gBKhEzTmMT,Wet Bed Gang,portuguese hip hop
2017,Rainha,Virgul,54,3.16,https://open.spotify.com/track/1ALqTZkiENayQhd1KXzDGP,Virgul,"kizomba, portuguese hip hop"
2017,O Homem Do Leme,Xutos & Pontapés,53,4.68,https://open.spotify.com/track/3HBXHBR1BS1FCSC5OhvYij,Xutos & Pontapés,Unknown
2017,Esquece o Mundo,Yasmine,53,4.11,https://open.spotify.com/track/0gw6hPWRGurEC0G9SP7oDO,Yasmine,"kizomba, zouk, kuduro, kompa"
2017,I Need This Girl,Virgul,51,3.75,https://open.spotify.com/track/0t4xeyXDGIqFMixr7Owwel,Virgul,"kizomba, portuguese hip hop"
2017,Não Se Passa Nada,Piruka,51,2.57,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu,Piruka,portuguese hip hop
2017,Water (feat. Slow J),"Richie Campbell, Slow J",51,5.22,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1,Richie Campbell,portuguese hip hop
2017,Sentir o Sol,Os Quatro e Meia,50,3.79,https://open.spotify.com/track/70GRlXUPxqaiv1JZCoAKYn,Os Quatro e Meia,Unknown
2017,Se Não Acordar Amanhã,Piruka,50,3.41,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz,Piruka,portuguese hip hop
2017,O Clima,"Lhast, Dillaz",50,3.96,https://open.spotify.com/track/5fh5ROgEFMMQ0DjPS1VAxm,Lhast,portuguese hip hop
2017,Vai,Calema,48,5.37,https://open.spotify.com/track/0UMENt5lQEav4Nl081rUtG,Calema,"kizomba, zouk"
2018,"All The Stars (with SZA) - From ""Black Panther: The Album""","Kendrick Lamar, SZA",93,3.87,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar,"hip hop, west coast hip hop"
2018,lovely (with Khalid),"Billie Eilish, Khalid",89,3.34,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,Unknown
2018,No Lie,"Sean Paul, Dua Lipa",87,3.69,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA,Sean Paul,dancehall
2018,Call Out My Name,The Weeknd,86,3.81,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Unknown
2018,Shallow,"Lady Gaga, Bradley Cooper",86,3.6,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,"art pop, pop"
2018,God's Plan,Drake,85,3.32,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,Drake,rap
2018,Always Remember Us This Way,Lady Gaga,85,3.5,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,Lady Gaga,"art pop, pop"
2018,SICKO MODE,Travis Scott,85,5.21,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,Travis Scott,rap
2018,I Was Never There,"The Weeknd, Gesaffelstein",85,4.02,https://open.spotify.com/track/1cKHdTo9u0ZymJdPGSh6nq,The Weeknd,Unknown
2018,Lucid Dreams,Juice WRLD,85,4.0,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,Juice WRLD,"melodic rap, emo rap"
2018,Happier,"Marshmello, Bastille",85,3.57,https://open.spotify.com/track/7BqHUALzNBTanL6OvsqmC1,Marshmello,edm
2018,X (feat. Maluma & Ozuna) - Remix,"Nicky Jam, J Balvin, Maluma, Ozuna",84,3.93,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam,"reggaeton, latin"
2018,Bad Liar,Imagine Dragons,84,4.35,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,Imagine Dragons,Unknown
2018,BUTTERFLY EFFECT,Travis Scott,83,3.18,https://open.spotify.com/track/2cYqizR4lgvp4Qu6IQ3qGN,Travis Scott,rap
2018,Natural,Imagine Dragons,83,3.16,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Unknown
2018,Amanece,"Anuel AA, Haze",83,3.17,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,Anuel AA,"reggaeton, trap latino, urbano latino, latin"
2018,Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia",83,3.98,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP,ZAYN,Unknown
2018,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",83,3.58,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,Calvin Harris,edm
2018,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",83,3.64,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,Post Malone,Unknown
2018,Dancing On My Own,Calum Scott,82,4.34,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ,Calum Scott,soft pop
2018,Felices los 4,Maluma,81,3.83,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB,Maluma,"reggaeton, latin, urbano latino"
2018,Vaina Loca,"Ozuna, Manuel Turizo",80,2.94,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,Ozuna,"reggaeton, trap latino, latin, urbano latino"
2018,MALA (feat. Anuel AA),"6ix9ine, Anuel AA",80,3.44,https://open.spotify.com/track/5tYCl2bT9bDjMuTyn6OVb0,6ix9ine,Unknown
2018,ASTROTHUNDER,Travis Scott,80,2.38,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC,Travis Scott,rap
2018,Mi Gente,"J Balvin, Willy William",79,3.08,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw,J Balvin,"reggaeton, latin"
2018,MIA,"Bad Bunny, Drake",79,3.51,https://open.spotify.com/track/3gE4eQH3K83Sght0ZLvuBK,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
2018,Parado no Bailão,"MC L da Vinte, MC Gury",78,2.86,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT,MC L da Vinte,"funk de bh, funk, brazilian funk, funk carioca"
2018,Tieduprightnow,Parcels,78,4.17,https://open.spotify.com/track/66tkDkPsznE5zIHNt4QkXB,Parcels,indie soul
2018,A Morte do Autotune,Matuê,77,3.61,https://open.spotify.com/track/4MF0VMffyxHsy3GZwwUnAs,Matuê,"brazilian trap, trap, brazilian hip hop, trap funk"
2018,Luxúria,"Xamã, Bagua Records, Neo Beats, Matuê",72,3.09,https://open.spotify.com/track/5kuUOpHZlZjL8b7HXkxRsm,Xamã,"brazilian hip hop, brazilian trap, trap"
2018,Hoje Eu Vou Parar Na Gaiola,"Mc Livinho, Rennan da Penha",69,2.95,https://open.spotify.com/track/2u2T2sB5Geli45Wh7r4lhr,Mc Livinho,"funk, brazilian funk, funk carioca"
2018,Nem de Graça,Pixote,69,2.87,https://open.spotify.com/track/11Y1IGMIThaxu4ijcXRNYs,Pixote,"pagode, samba"
2018,Pra Inveja É Tchau,"Mc Kevin, Mc Davi, Perera DJ",66,2.89,https://open.spotify.com/track/6BB7Rz8TIuJsKER7PTD8cQ,Mc Kevin,"funk, brazilian funk, funk carioca, brega funk"
2018,Devia Ir,Wet Bed Gang,61,4.9,https://open.spotify.com/track/5KZJORKMEkrsNRD4dfBw1X,Wet Bed Gang,portuguese hip hop
2018,Meu Ego,"Deejay Telio, Deedz B",55,3.7,https://open.spotify.com/track/4g7pN0tzE26Hv4HM3UTwfO,Deejay Telio,"portuguese hip hop, kizomba, kuduro"
2018,Impec,Papillon,54,3.22,https://open.spotify.com/track/37M00uZSz6smSxZ7pHchuh,Papillon,portuguese hip hop
2018,Teu Olhar,Matias Damásio,54,4.0,https://open.spotify.com/track/1AvnHYxwYDVJI2ff6h9z4m,Matias Damásio,"kizomba, zouk, kuduro"
2018,1100 Cegonhas,Dillaz,53,3.92,https://open.spotify.com/track/6Lu4LreN9YevvN26udZ5pE,Dillaz,"portuguese hip hop, punta"
2018,Eu Sei,Badoxa,53,3.8,https://open.spotify.com/track/5cUexVa73j6YKcMRr9YSiz,Badoxa,"kizomba, zouk, kuduro"
2018,Cafeína,"DJ Dadda, Plutonio",52,3.13,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w,DJ Dadda,portuguese hip hop
2018,Voltas,Fernando Daniel,52,3.81,https://open.spotify.com/track/3K53RODdfVk8K9yv3GCPQP,Fernando Daniel,Unknown
2018,Não Posso,Yasmine,52,3.84,https://open.spotify.com/track/10cdMAYXfdizjQUCPmTsKR,Yasmine,"kizomba, zouk, kuduro, kompa"
2018,Preparado,"Rapaz 100 Juiz, Calema, Klasszik",52,4.65,https://open.spotify.com/track/7BMs5YGlpREmtOZnRXeTYW,Rapaz 100 Juiz,kizomba
2018,Sendo Assim,Sam The Kid,51,5.24,https://open.spotify.com/track/1PioBX3KlN13IXB014CFF6,Sam The Kid,portuguese hip hop
2018,Paraíso,Diogo Piçarra,51,3.93,https://open.spotify.com/track/4sVLQiRPPYRQ3AcPcXJSLg,Diogo Piçarra,portuguese hip hop
2018,Como Eu,Bárbara Bandeira,51,3.48,https://open.spotify.com/track/1YqnwlKHXQ1XYhIhakVikB,Bárbara Bandeira,"portuguese hip hop, kizomba"
2018,R&bsr&b$,T-Rex,50,3.93,https://open.spotify.com/track/0RIN0BQZak0nNIgDBeusum,T-Rex,"portuguese hip hop, punta"
2018,As Coisas,Valas,49,3.94,https://open.spotify.com/track/53LuRRfv4dBFVLo8G2TkTu,Valas,portuguese hip hop
2018,Chaminé (Zara G),"Wet Bed Gang, Zara G",49,2.69,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt,Wet Bed Gang,portuguese hip hop
2018,After Party,"Deejay Telio, Deedz B",49,3.28,https://open.spotify.com/track/4Ssh6BrNzS4hv3SMkfPFGA,Deejay Telio,"portuguese hip hop, kizomba, kuduro"
2019,Cruel Summer,Taylor Swift,91,2.97,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Unknown
2019,Someone You Loved,Lewis Capaldi,89,3.04,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,soft pop
2019,Cry,Cigarettes After Sex,89,4.28,https://open.spotify.com/track/7mDTvYD2ieE4Q28XFziMfJ,Cigarettes After Sex,dream pop
2019,LA CANCIÓN,"J Balvin, Bad Bunny",88,4.04,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,J Balvin,"reggaeton, latin"
2019,Circles,Post Malone,88,3.59,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,Post Malone,Unknown
2019,Cinnamon Girl,Lana Del Rey,88,5.01,https://open.spotify.com/track/2mdEsXPu8ZmkHRRtAdC09e,Lana Del Rey,Unknown
2019,Watermelon Sugar,Harry Styles,87,2.9,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Unknown
2019,when the party's over,Billie Eilish,87,3.27,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,Billie Eilish,Unknown
2019,Me Rehúso,Danny Ocean,86,3.43,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o,Danny Ocean,reggaeton
2019,Car's Outside,James Arthur,86,4.14,https://open.spotify.com/track/0otRX6Z89qKkHkQ9OqJpKt,James Arthur,soft pop
2019,Under The Influence,Chris Brown,86,3.08,https://open.spotify.com/track/5IgjP7X4th6nMNDh4akUHb,Chris Brown,r&b
2019,Ransom,Lil Tecca,86,2.19,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,"melodic rap, rap"
2019,Vidrado Em Você,"Dj Guuga, Mc Livinho",85,2.25,https://open.spotify.com/track/1HJU78CRk4vxvjE5Cs1BCt,Dj Guuga,"funk, brazilian funk, piseiro, brega funk, arrocha"
2019,HIGHEST IN THE ROOM,Travis Scott,85,2.93,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,Travis Scott,rap
2019,Before You Go,Lewis Capaldi,85,3.59,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,soft pop
2019,everything i wanted,Billie Eilish,85,4.09,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,Unknown
2019,El Efecto,"Rauw Alejandro, Chencho Corleone",84,3.62,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj,Rauw Alejandro,"reggaeton, urbano latino, trap latino, latin"
2019,i love you,Billie Eilish,84,4.86,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,Unknown
2019,Despacito,"Luis Fonsi, Daddy Yankee",84,3.82,https://open.spotify.com/track/6habFhsOp2NvshLv26DqMb,Luis Fonsi,latin
2019,Entregador de Flor - Ao Vivo em Brasília,Diego & Victor Hugo,82,3.17,https://open.spotify.com/track/5aMgTcyBPH90hWHhbNKTwR,Diego & Victor Hugo,"sertanejo, sertanejo universitário, arrocha, piseiro, agronejo"
2019,Con Calma,"Daddy Yankee, Snow",82,3.22,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,"reggaeton, latin"
2019,Loco,Beéle,81,3.4,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03,Beéle,"latin afrobeats, reggaeton, pop urbano"
2019,X,"Nicky Jam, J Balvin",79,2.88,https://open.spotify.com/track/5YUyW9opqNsMSEzzecZih1,Nicky Jam,"reggaeton, latin"
2019,11 PM,Maluma,79,2.93,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,Maluma,"reggaeton, latin, urbano latino"
2019,Várias Queixas,Gilsons,73,2.84,https://open.spotify.com/track/5HFvMPiNjclAq8DbEAPWMw,Gilsons,"nova mpb, mpb"
2019,Gaiola É o Troco,"MC Du Black, DJ 2F",72,3.12,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH,MC Du Black,"funk, brazilian funk, brega funk"
2019,Ela É do Tipo,MC Kevin o Chris,72,3.42,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,"funk, brazilian funk, funk carioca, brega funk"
2019,Supera - Ao Vivo,Marília Mendonça,72,2.46,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,"sertanejo, sertanejo universitário, arrocha, forró"
2019,Love Love,Gilsons,71,3.43,https://open.spotify.com/track/7nSataGo54Le0IfcFQCFLN,Gilsons,"nova mpb, mpb"
2019,Pupila,"ANAVITÓRIA, Vitor Kley",71,3.37,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,ANAVITÓRIA,"mpb, nova mpb, brazilian pop"
2019,Quando a vontade bater (Participação especial de PK Delas),"Pk, PK Delas",69,2.77,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH,Pk,"melodic techno, melodic house"
2019,Vamos pra Gaiola,"MC Kevin o Chris, FP do Trem Bala",69,2.69,https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB,MC Kevin o Chris,"funk, brazilian funk, funk carioca, brega funk"
2019,Evoluiu,"MC Kevin o Chris, Sodré",68,2.99,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK,MC Kevin o Chris,"funk, brazilian funk, funk carioca, brega funk"
2019,Maldita de Ex,Mc Leozin,66,2.74,https://open.spotify.com/track/6Diq6oBnDVzsrNcRllXRbM,Mc Leozin,"funk de bh, funk, brazilian funk"
2019,Somos Iguais,Plutonio,63,3.96,https://open.spotify.com/track/1X3ltingEVNGRoJf1dvZfQ,Plutonio,portuguese hip hop
2019,Eterna Sacanagem,"MC JottaPê, MC Kekel, MC Kevinho",63,2.81,https://open.spotify.com/track/1AfNdxHdE4OLcnQUyC6j3i,MC JottaPê,"funk, brazilian funk, brega funk, agronejo"
2019,1 de Abril,Plutonio,60,2.64,https://open.spotify.com/track/5ZxHzpxIEr0rxGJN8Jsdjy,Plutonio,portuguese hip hop
2019,Meu Deus,Plutonio,59,3.7,https://open.spotify.com/track/6jx4yp7a9uUUN28Hr244fp,Plutonio,portuguese hip hop
2019,Se Eu Morresse Amanhã,NAPA,59,3.23,https://open.spotify.com/track/7jpEIX81Cht7Hqemq5ThFK,NAPA,Unknown
2019,Teu Eternamente,Slow J,56,2.92,https://open.spotify.com/track/4QvTKF2UL2L8EAyDkzXlKK,Slow J,portuguese hip hop
2019,Gravidade,"Dillaz, Lhast",55,4.06,https://open.spotify.com/track/1xKyLu1AbYauopjoAi0bQU,Dillaz,"portuguese hip hop, punta"
2019,Dramas & Dilemas,Plutonio,54,4.96,https://open.spotify.com/track/54jpWkufmE3lVGv5wQPtEN,Plutonio,portuguese hip hop
2019,Minha Mulher,Badoxa,53,3.85,https://open.spotify.com/track/4sPF7Z8NrNRcwsfjblLpJl,Badoxa,"kizomba, zouk, kuduro"
2019,Vencedor,Phoenix Rdc,52,4.35,https://open.spotify.com/track/7h3rSYFzLQbQy241BVaiTX,Phoenix Rdc,portuguese hip hop
2019,Só Queria Sorrir,Slow J,51,3.71,https://open.spotify.com/track/0BeKKheFsOOPXBzo2bM8Ds,Slow J,portuguese hip hop
2019,Irresponsável,Wet Bed Gang,51,4.38,https://open.spotify.com/track/0aKNEfk3JsSS5z40DsXqLW,Wet Bed Gang,portuguese hip hop
2019,Também Sonhar,"Slow J, Sara Tavares",51,3.48,https://open.spotify.com/track/1wTj5ru6fkZLCIF7nLWEcr,Slow J,portuguese hip hop
2019,Vergonha na Cara,Plutonio,51,3.28,https://open.spotify.com/track/7tgcYERxLChrwBIWp1mrv3,Plutonio,portuguese hip hop
2019,Quiero Bailar,Nininho Vaz Maia,51,3.27,https://open.spotify.com/track/6wwwmDpk3BbWfdDPwCDSyh,Nininho Vaz Maia,kizomba
2019,Lágrimas,Slow J,49,3.48,https://open.spotify.com/track/6QV3HmrrlYs5PYNI3nkMbQ,Slow J,portuguese hip hop
2020,Clean Baby Sleep White Noise (Loopable),"Dream Supplier, Baby Sleeps, Background White Noise",95,2.37,https://open.spotify.com/track/0zirWZTcXBBwGsevrsIpvT,Dream Supplier,Unknown
2020,Blinding Lights,The Weeknd,91,3.33,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Unknown
2020,party 4 u,Charli xcx,91,4.94,https://open.spotify.com/track/2RdEC8Ff83WkX7kDVCHseE,Charli xcx,"hyperpop, art pop"
2020,Heat Waves,Glass Animals,89,3.98,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Unknown
2020,Shut up My Moms Calling,Hotel Ugly,87,2.74,https://open.spotify.com/track/3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Unknown
2020,Save Your Tears,The Weeknd,87,3.59,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,The Weeknd,Unknown
2020,Crazy Train,Ozzy Osbourne,87,4.89,https://open.spotify.com/track/7ACxUo21jtTHzy7ZEV56vU,Ozzy Osbourne,"metal, glam metal, heavy metal, hard rock"
2020,cardigan,Taylor Swift,86,3.99,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,Unknown
2020,Azul,J Balvin,84,3.43,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,J Balvin,"reggaeton, latin"
2020,"I miss you, I’m sorry",Gracie Abrams,84,2.79,https://open.spotify.com/track/4nyF5lmSziBAt7ESAUjpbx,Gracie Abrams,Unknown
2020,Borderline,Tame Impala,84,3.96,https://open.spotify.com/track/5hM5arv9KDbCHS0k9uqwjr,Tame Impala,"neo-psychedelic, indie"
2020,Angels Like You,Miley Cyrus,84,3.27,https://open.spotify.com/track/1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,Unknown
2020,Don't Start Now,Dua Lipa,84,3.05,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,Dua Lipa,pop
2020,Hecha Pa' Mi,Boza,82,3.1,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx,Boza,"reggaeton, urbano latino, pop urbano"
2020,Hawái,Maluma,82,3.32,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,Maluma,"reggaeton, latin, urbano latino"
2020,Y Que Fue?,Don Miguelo,82,2.73,https://open.spotify.com/track/5UcVIU1tsbN7ZsOSpR8AFD,Don Miguelo,dembow
2020,No Idea,Don Toliver,82,2.57,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU,Don Toliver,Unknown
2020,Not You Too (feat. Chris Brown),"Drake, Chris Brown",82,4.49,https://open.spotify.com/track/3Q4gttWQ6hxqWOa3tHoTNi,Drake,rap
2020,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",81,3.65,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler,reggaeton
2020,DÁKITI,"Bad Bunny, JHAYCO",80,3.42,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
2020,DÁKITI,"Bad Bunny, JHAYCO",80,3.42,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
2020,Máquina do Tempo,Matuê,75,3.84,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,Matuê,"brazilian trap, trap, brazilian hip hop, trap funk"
2020,Amor de Fim de Noite,"Orochi, Papatinho",74,3.69,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,Orochi,"brazilian trap, brazilian hip hop, trap, trap funk"
2020,Mitsubishi,"Orochi, Kizzy",74,3.04,https://open.spotify.com/track/3zXIfbjxSzPMNP6JDZsQsi,Orochi,"brazilian trap, brazilian hip hop, trap, trap funk"
2020,Tudo Aconteceu,"MC Du Black, Delacruz, Dj Salgueirinho",73,2.59,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,MC Du Black,"funk, brazilian funk, brega funk"
2020,Celebridade,"Orochi, Kizzy",71,3.85,https://open.spotify.com/track/3pC5Zki978Ey1MdFDXd7wj,Orochi,"brazilian trap, brazilian hip hop, trap, trap funk"
2020,Antes do Sol Nascer,"Orochi, Kizzy, PL Quest, Shok",68,3.82,https://open.spotify.com/track/2E3XCbETX40q6k85K2ViND,Orochi,"brazilian trap, brazilian hip hop, trap, trap funk"
2020,Te Amo,Calema,59,4.3,https://open.spotify.com/track/5kr0kja5gbZAaT7w3TGKts,Calema,"kizomba, zouk"
2020,A Terra Gira,Os Quatro e Meia,56,3.29,https://open.spotify.com/track/0lFriVqCSt5QaH0OXsQNpv,Os Quatro e Meia,Unknown
2020,Tempo,"FRANKIEONTHEGUITAR, T-Rex, LON3R JOHNY, Bispo",56,4.17,https://open.spotify.com/track/4nLqe3vWwbC4oGX2SphgXL,FRANKIEONTHEGUITAR,portuguese hip hop
2020,O Nosso Amor,"Soraia Ramos, Calema",56,4.77,https://open.spotify.com/track/23bemRVqcUNl1ujD87upis,Soraia Ramos,"kizomba, zouk, portuguese hip hop"
2020,Romance de Cinema,Domingues,55,3.93,https://open.spotify.com/track/0WmSoWksyfhCME62WhkP2U,Domingues,portuguese hip hop
2020,O Nosso Amor,"Soraia Ramos, Calema",54,4.77,https://open.spotify.com/track/2H7dUGXN3yQo7Kze5tNtv9,Soraia Ramos,"kizomba, zouk, portuguese hip hop"
2020,Fica,Domingues,53,4.34,https://open.spotify.com/track/5x2NQmYWyqExdyyXjNIWh3,Domingues,portuguese hip hop
2020,Borboletas,Gama WNTD,53,3.4,https://open.spotify.com/track/2dQrtC98YvZ1PXGJPiRqMl,Gama WNTD,portuguese hip hop
2020,Salto Alto,Piruka,53,3.67,https://open.spotify.com/track/1svjyFgEEbjj0p4is1JIr7,Piruka,portuguese hip hop
2020,Essa Saia,"Bispo, Ivandro",53,3.51,https://open.spotify.com/track/2tsXCHNbktRlQxMUV7ql3d,Bispo,Unknown
2020,Nada a Esconder,Slow J,52,3.64,https://open.spotify.com/track/0JrBOhbstid47iGfPIdwwi,Slow J,portuguese hip hop
2020,Lembrei-me,Bispo,52,3.44,https://open.spotify.com/track/5hF6VYE61LV6Jr6dy86CvI,Bispo,Unknown
2020,Louco,"Piruka, Bluay",52,4.07,https://open.spotify.com/track/3fExatgv3vCcNT0CuU8mqM,Piruka,portuguese hip hop
2020,Tinoni,T-Rex,52,2.53,https://open.spotify.com/track/3x3vUHznzPNEbXTJBUkhZb,T-Rex,"portuguese hip hop, punta"
2020,O Tempo Vai Esperar,Os Quatro e Meia,51,3.73,https://open.spotify.com/track/6QxhDCNBJWuKsNShriNE43,Os Quatro e Meia,Unknown
2020,Tempo,Van Zee,51,3.15,https://open.spotify.com/track/1uspiZmpsJn2Vjd4P3pHE2,Van Zee,portuguese hip hop
2020,Farda,Gson,51,3.15,https://open.spotify.com/track/6YvBWNtX8L8VBxahAqo954,Gson,portuguese hip hop
2020,Aviola II,Bispo,50,3.97,https://open.spotify.com/track/27kry3jeuix5XVSKfp5B5D,Bispo,Unknown
2020,Mrs. Colt,"Phoenix Rdc, Gson",49,3.6,https://open.spotify.com/track/6AVBBJp9htird2NLWIgJrD,Phoenix Rdc,portuguese hip hop
2020,São Paulo,Yuri NR5,49,3.89,https://open.spotify.com/track/20cn2KYYgyuxXRC3WynYZn,Yuri NR5,portuguese hip hop
2020,Galileu,Dillaz,49,3.04,https://open.spotify.com/track/3i7DYnwcLwCUHyaJlEh3od,Dillaz,"portuguese hip hop, punta"
2020,NÓS2 (feat. Deezy),"Bispo, Deezy",48,3.79,https://open.spotify.com/track/3zqTkP57ojc0i2nwLQbSP2,Bispo,Unknown
2020,Abraços,Calema,47,3.6,https://open.spotify.com/track/7uD51vdmt2Rhx6rnnFztLJ,Calema,"kizomba, zouk"
2021,Dreams & Calmness,X.L.T,89,2.65,https://open.spotify.com/track/295uck3ky42Qj4rxbISGG5,X.L.T,Unknown
2021,traitor,Olivia Rodrigo,88,3.82,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,Unknown
